order_number;arrival;start;end;queue_time;preperation_time;stall;order
12069;20:32:32;20:33:10;20:34:24;00:00:38;00:01:14;drinks1;desperados/beer/
12070;20:32:39;20:33:15;20:35:31;00:00:36;00:02:16;drinks1;beer/
12071;20:32:53;20:33:32;20:34:22;00:00:39;00:00:50;drinks1;beer/coke/white_wine/
12072;20:32:57;20:33:47;20:36:53;00:00:50;00:03:06;drinks1;beer/coke/
12073;20:33:19;20:33:47;20:34:59;00:00:28;00:01:12;drinks1;desperados/beer/
12074;20:33:37;20:33:54;20:35:34;00:00:17;00:01:40;drinks1;beer/
12075;20:33:38;20:34:22;20:35:17;00:00:44;00:00:55;drinks1;desperados/
12076;20:33:51;20:34:24;20:35:43;00:00:33;00:01:19;drinks1;beer/white_wine/
12077;20:33:54;20:34:59;20:35:32;00:01:05;00:00:33;drinks1;coke/still_water/
12078;20:33:56;20:35:17;20:36:47;00:01:21;00:01:30;drinks1;beer/still_water/red_wine/
12079;20:34:05;20:35:31;20:35:57;00:01:26;00:00:26;drinks1;white_wine/
12080;20:34:26;20:35:32;20:36:10;00:01:06;00:00:38;drinks1;beer/
12081;20:34:54;20:35:34;20:37:05;00:00:40;00:01:31;drinks1;beer/white_wine/cava/
12082;20:34:54;20:35:43;20:36:07;00:00:49;00:00:24;drinks1;beer/red_wine/
12083;20:35:03;20:35:57;20:37:12;00:00:54;00:01:15;drinks1;desperados/beer/coke/still_water/
12084;20:35:17;20:36:07;20:37:28;00:00:50;00:01:21;drinks1;desperados/beer/still_water/
12085;20:35:26;20:36:10;20:39:07;00:00:44;00:02:57;drinks1;beer/coke/red_wine/cava/
12086;20:35:36;20:36:47;20:39:08;00:01:11;00:02:21;drinks1;beer/coke/still_water/
12087;20:35:45;20:36:53;20:38:07;00:01:08;00:01:14;drinks1;desperados/beer/coke/cava/
12088;20:35:46;20:37:05;20:39:03;00:01:19;00:01:58;drinks1;coke/
12089;20:35:52;20:37:12;20:39:48;00:01:20;00:02:36;drinks1;beer/coke/still_water/white_wine/
12090;20:35:53;20:37:28;20:39:16;00:01:35;00:01:48;drinks1;beer/
12091;20:35:56;20:38:07;20:39:56;00:02:11;00:01:49;drinks1;beer/
12092;20:36:03;20:39:03;20:40:13;00:03:00;00:01:10;drinks1;beer/coke/
12093;20:36:32;20:39:07;20:39:23;00:02:35;00:00:16;drinks1;beer/red_wine/
12094;20:36:37;20:39:08;20:39:30;00:02:31;00:00:22;drinks1;beer/red_wine/
12095;20:36:53;20:39:16;20:41:32;00:02:23;00:02:16;drinks1;beer/sparkling_water/white_wine/
12096;20:37:07;20:39:23;20:41:02;00:02:16;00:01:39;drinks1;beer/white_wine/
12097;20:37:28;20:39:30;20:40:09;00:02:02;00:00:39;drinks1;beer/
12098;20:37:52;20:39:48;20:40:17;00:01:56;00:00:29;drinks1;beer/coke/
12099;20:39:08;20:39:56;20:41:14;00:00:48;00:01:18;drinks1;beer/coke/still_water/cava/
12100;20:39:32;20:40:09;20:41:49;00:00:37;00:01:40;drinks1;desperados/beer/red_wine/
12101;20:39:43;20:40:13;20:41:34;00:00:30;00:01:21;drinks1;desperados/beer/coke/
12102;20:39:55;20:40:41;20:41:42;00:00:46;00:01:01;drinks1;beer/
12103;20:40:41;20:41:02;20:42:41;00:00:21;00:01:39;drinks1;beer/
12104;20:40:46;20:41:14;20:41:44;00:00:28;00:00:30;drinks1;beer/
12105;20:40:51;20:41:40;20:43:08;00:00:49;00:01:28;drinks1;desperados/beer/white_wine/
12106;20:41:40;20:41:50;20:42:27;00:00:10;00:00:37;drinks1;desperados/beer/red_wine/white_wine/cava/
12107;20:41:50;20:41:53;20:43:06;00:00:03;00:01:13;drinks1;coke/
12108;20:41:53;20:41:59;20:42:56;00:00:06;00:00:57;drinks1;beer/sparkling_water/white_wine/
12109;20:41:59;20:42:39;20:44:02;00:00:40;00:01:23;drinks1;coke/white_wine/
12110;20:42:39;20:42:42;20:43:16;00:00:03;00:00:34;drinks1;beer/
12111;20:42:42;20:43:08;20:44:40;00:00:26;00:01:32;drinks1;desperados/beer/coke/still_water/
12112;20:43:08;20:43:09;20:46:09;00:00:01;00:03:00;drinks1;cava/
12113;20:43:09;20:43:16;20:44:53;00:00:07;00:01:37;drinks1;beer/
12114;20:43:16;20:43:34;20:44:21;00:00:18;00:00:47;drinks1;beer/coke/still_water/
12115;20:43:34;20:43:50;20:45:58;00:00:16;00:02:08;drinks1;desperados/beer/still_water/
12116;20:43:50;20:44:13;20:46:39;00:00:23;00:02:26;drinks1;beer/coke/white_wine/
12117;20:44:13;20:44:25;20:45:36;00:00:12;00:01:11;drinks1;desperados/beer/cava/
12118;20:44:25;20:44:40;20:45:47;00:00:15;00:01:07;drinks1;beer/white_wine/
12119;20:44:25;20:44:53;20:46:29;00:00:28;00:01:36;drinks1;desperados/cava/
12120;20:44:35;20:45:36;20:47:28;00:01:01;00:01:52;drinks1;beer/white_wine/
12121;20:44:43;20:45:47;20:47:20;00:01:04;00:01:33;drinks1;desperados/beer/coke/sparkling_water/white_wine/
12122;20:44:45;20:45:58;20:48:23;00:01:13;00:02:25;drinks1;beer/
12123;20:44:47;20:46:09;20:46:50;00:01:22;00:00:41;drinks1;beer/cava/
12124;20:45:05;20:46:29;20:47:35;00:01:24;00:01:06;drinks1;desperados/beer/still_water/
12125;20:45:20;20:46:39;20:48:50;00:01:19;00:02:11;drinks1;beer/
12126;20:45:38;20:46:50;20:47:50;00:01:12;00:01:00;drinks1;beer/
12127;20:45:38;20:47:20;20:48:09;00:01:42;00:00:49;drinks1;coke/still_water/
12128;20:45:57;20:47:28;20:48:47;00:01:31;00:01:19;drinks1;beer/
12129;20:46:00;20:47:35;20:48:36;00:01:35;00:01:01;drinks1;beer/
12130;20:46:01;20:47:50;20:48:33;00:01:49;00:00:43;drinks1;beer/
12131;20:46:22;20:48:09;20:49:53;00:01:47;00:01:44;drinks1;beer/white_wine/cava/
12132;20:46:44;20:48:23;20:50:04;00:01:39;00:01:41;drinks1;beer/coke/
12133;20:46:47;20:48:33;20:49:29;00:01:46;00:00:56;drinks1;beer/
12134;20:46:54;20:48:36;20:49:49;00:01:42;00:01:13;drinks1;beer/
12135;20:47:01;20:48:47;20:50:08;00:01:46;00:01:21;drinks1;beer/coke/
12136;20:47:14;20:48:50;20:49:24;00:01:36;00:00:34;drinks1;coke/white_wine/
12137;20:47:24;20:49:24;20:50:30;00:02:00;00:01:06;drinks1;desperados/beer/still_water/white_wine/cava/
12138;20:47:31;20:49:29;20:50:47;00:01:58;00:01:18;drinks1;beer/white_wine/
12139;20:47:35;20:49:49;20:51:03;00:02:14;00:01:14;drinks1;white_wine/
12140;20:47:44;20:49:53;20:50:50;00:02:09;00:00:57;drinks1;beer/coke/white_wine/cava/
12141;20:47:51;20:50:04;20:51:03;00:02:13;00:00:59;drinks1;beer/white_wine/
12142;20:48:02;20:50:08;20:51:10;00:02:06;00:01:02;drinks1;beer/
12143;20:48:04;20:50:30;20:52:05;00:02:26;00:01:35;drinks1;beer/still_water/red_wine/
12144;20:48:07;20:50:47;20:51:20;00:02:40;00:00:33;drinks1;beer/still_water/cava/
12145;20:48:16;20:50:50;20:51:16;00:02:34;00:00:26;drinks1;white_wine/
12146;20:48:22;20:51:03;20:52:03;00:02:41;00:01:00;drinks1;beer/cava/
12147;20:49:45;20:51:03;20:52:09;00:01:18;00:01:06;drinks1;desperados/beer/coke/sparkling_water/
12148;20:49:49;20:51:10;20:52:31;00:01:21;00:01:21;drinks1;beer/coke/
12149;20:49:56;20:51:16;20:53:37;00:01:20;00:02:21;drinks1;beer/sparkling_water/
12150;20:49:59;20:51:20;20:51:53;00:01:21;00:00:33;drinks1;desperados/beer/cava/
12151;20:50:10;20:51:53;20:52:41;00:01:43;00:00:48;drinks1;beer/still_water/
12152;20:50:18;20:52:03;20:53:58;00:01:45;00:01:55;drinks1;beer/cava/
12153;20:50:40;20:52:05;20:53:08;00:01:25;00:01:03;drinks1;beer/
12154;20:50:53;20:52:09;20:53:22;00:01:16;00:01:13;drinks1;beer/
12155;20:51:26;20:52:31;20:53:11;00:01:05;00:00:40;drinks1;desperados/beer/
12156;20:52:07;20:52:41;20:55:37;00:00:34;00:02:56;drinks1;beer/coke/white_wine/
12157;20:52:09;20:53:08;20:53:26;00:00:59;00:00:18;drinks1;beer/
12158;20:52:16;20:53:11;20:53:57;00:00:55;00:00:46;drinks1;desperados/beer/coke/
12159;20:52:27;20:53:22;20:54:01;00:00:55;00:00:39;drinks1;beer/coke/white_wine/
12160;20:52:41;20:53:35;20:54:33;00:00:54;00:00:58;drinks1;beer/red_wine/
12161;20:53:35;20:53:46;20:54:44;00:00:11;00:00:58;drinks1;white_wine/cava/
12162;20:53:46;20:53:57;20:54:32;00:00:11;00:00:35;drinks1;beer/
12163;20:53:47;20:53:58;20:55:00;00:00:11;00:01:02;drinks1;beer/red_wine/cava/
12164;20:53:58;20:54:01;20:54:23;00:00:03;00:00:22;drinks1;beer/still_water/white_wine/
12165;20:54:01;20:54:23;20:56:36;00:00:22;00:02:13;drinks1;beer/still_water/white_wine/
12166;20:54:11;20:54:32;20:56:36;00:00:21;00:02:04;drinks1;beer/coke/
12167;20:54:23;20:54:38;20:55:20;00:00:15;00:00:42;drinks1;desperados/beer/
12168;20:54:38;20:54:44;20:55:42;00:00:06;00:00:58;drinks1;beer/coke/white_wine/
12169;20:54:39;20:55:09;20:56:19;00:00:30;00:01:10;drinks1;beer/
12170;20:55:09;20:55:20;20:56:34;00:00:11;00:01:14;drinks1;beer/coke/white_wine/
12171;20:55:10;20:55:37;20:56:21;00:00:27;00:00:44;drinks1;beer/white_wine/
12172;20:55:10;20:55:42;20:56:11;00:00:32;00:00:29;drinks1;beer/
12173;20:55:25;20:56:11;20:57:44;00:00:46;00:01:33;drinks1;beer/coke/
12174;20:55:33;20:56:19;20:57:07;00:00:46;00:00:48;drinks1;beer/coke/still_water/white_wine/
12175;20:56:13;20:56:35;20:57:51;00:00:22;00:01:16;drinks1;beer/white_wine/
12176;20:56:35;20:56:41;20:56:58;00:00:06;00:00:17;drinks1;beer/coke/still_water/red_wine/
12177;20:56:41;20:56:55;20:58:44;00:00:14;00:01:49;drinks1;still_water/
12178;20:56:55;20:57:19;20:57:51;00:00:24;00:00:32;drinks1;beer/cava/
12179;20:57:19;20:57:32;20:58:58;00:00:13;00:01:26;drinks1;beer/
12180;20:57:32;20:57:34;20:59:55;00:00:02;00:02:21;drinks1;beer/
12181;20:57:34;20:57:44;20:59:04;00:00:10;00:01:20;drinks1;beer/
12182;20:57:42;20:57:51;21:01:24;00:00:09;00:03:33;drinks1;desperados/beer/still_water/
12183;20:57:43;20:58:15;20:59:11;00:00:32;00:00:56;drinks1;desperados/beer/still_water/
12184;20:58:15;20:58:44;20:59:45;00:00:29;00:01:01;drinks1;desperados/beer/white_wine/cava/
12185;20:58:24;20:58:58;20:59:30;00:00:34;00:00:32;drinks1;beer/coke/still_water/sparkling_water/cava/
12186;20:58:29;20:59:04;21:00:28;00:00:35;00:01:24;drinks1;desperados/beer/still_water/
12187;20:58:34;20:59:11;21:00:32;00:00:37;00:01:21;drinks1;beer/coke/still_water/white_wine/
12188;20:58:36;20:59:30;21:01:32;00:00:54;00:02:02;drinks1;beer/
12189;20:58:40;20:59:45;21:02:10;00:01:05;00:02:25;drinks1;white_wine/cava/
12190;20:58:52;20:59:55;21:00:53;00:01:03;00:00:58;drinks1;beer/white_wine/
12191;20:58:55;21:00:28;21:02:27;00:01:33;00:01:59;drinks1;beer/still_water/red_wine/
12192;20:59:02;21:00:32;21:00:43;00:01:30;00:00:11;drinks1;desperados/beer/red_wine/
12193;20:59:21;21:00:43;21:02:46;00:01:22;00:02:03;drinks1;beer/still_water/
12194;20:59:28;21:00:53;21:01:46;00:01:25;00:00:53;drinks1;desperados/beer/white_wine/
12195;21:00:04;21:01:24;21:02:25;00:01:20;00:01:01;drinks1;desperados/
12196;21:00:39;21:01:32;21:01:53;00:00:53;00:00:21;drinks1;beer/coke/red_wine/white_wine/
12197;21:00:40;21:01:46;21:02:44;00:01:06;00:00:58;drinks1;beer/coke/
12198;21:00:47;21:01:53;21:03:30;00:01:06;00:01:37;drinks1;beer/white_wine/
12199;21:00:50;21:02:10;21:02:37;00:01:20;00:00:27;drinks1;beer/still_water/
12200;21:01:36;21:02:25;21:05:03;00:00:49;00:02:38;drinks1;desperados/beer/
12201;21:01:37;21:02:27;21:02:49;00:00:50;00:00:22;drinks1;beer/
12202;21:01:41;21:02:37;21:03:05;00:00:56;00:00:28;drinks1;beer/white_wine/
12203;21:01:46;21:02:44;21:03:45;00:00:58;00:01:01;drinks1;beer/cava/
12204;21:01:49;21:02:46;21:05:17;00:00:57;00:02:31;drinks1;desperados/beer/
12205;21:02:04;21:02:49;21:03:31;00:00:45;00:00:42;drinks1;beer/still_water/
12206;21:02:10;21:03:05;21:03:20;00:00:55;00:00:15;drinks1;beer/
12207;21:02:12;21:03:20;21:04:08;00:01:08;00:00:48;drinks1;desperados/beer/still_water/
12208;21:02:13;21:03:30;21:05:28;00:01:17;00:01:58;drinks1;desperados/beer/coke/white_wine/
12209;21:02:14;21:03:31;21:03:49;00:01:17;00:00:18;drinks1;desperados/beer/
12210;21:02:26;21:03:45;21:05:32;00:01:19;00:01:47;drinks1;beer/coke/
12211;21:02:27;21:03:49;21:04:43;00:01:22;00:00:54;drinks1;beer/still_water/red_wine/
12212;21:02:45;21:04:08;21:05:44;00:01:23;00:01:36;drinks1;coke/white_wine/
12213;21:02:49;21:04:43;21:05:41;00:01:54;00:00:58;drinks1;beer/red_wine/
12214;21:03:07;21:05:03;21:06:11;00:01:56;00:01:08;drinks1;desperados/beer/coke/cava/
12215;21:03:15;21:05:17;21:06:34;00:02:02;00:01:17;drinks1;beer/
12216;21:03:21;21:05:28;21:06:51;00:02:07;00:01:23;drinks1;beer/coke/cava/
12217;21:03:27;21:05:32;21:06:56;00:02:05;00:01:24;drinks1;desperados/beer/white_wine/
12218;21:04:16;21:05:41;21:08:40;00:01:25;00:02:59;drinks1;beer/
12219;21:05:18;21:05:44;21:06:09;00:00:26;00:00:25;drinks1;beer/coke/cava/
12220;21:05:31;21:06:09;21:06:51;00:00:38;00:00:42;drinks1;beer/sparkling_water/
12221;21:05:38;21:06:11;21:06:37;00:00:33;00:00:26;drinks1;beer/
12222;21:05:44;21:06:34;21:07:40;00:00:50;00:01:06;drinks1;beer/
12223;21:05:56;21:06:37;21:08:02;00:00:41;00:01:25;drinks1;beer/coke/white_wine/
12224;21:05:57;21:06:51;21:08:18;00:00:54;00:01:27;drinks1;desperados/beer/still_water/
12225;21:06:22;21:07:00;21:07:38;00:00:38;00:00:38;drinks1;beer/coke/red_wine/
12226;21:07:00;21:07:04;21:08:12;00:00:04;00:01:08;drinks1;beer/
12227;21:07:04;21:07:38;21:10:16;00:00:34;00:02:38;drinks1;beer/red_wine/
12228;21:07:09;21:07:40;21:10:17;00:00:31;00:02:37;drinks1;beer/still_water/
12229;21:07:12;21:08:02;21:08:42;00:00:50;00:00:40;drinks1;beer/cava/
12230;21:07:24;21:08:12;21:09:06;00:00:48;00:00:54;drinks1;desperados/coke/
12231;21:07:25;21:08:18;21:09:55;00:00:53;00:01:37;drinks1;beer/
12232;21:07:31;21:08:40;21:09:59;00:01:09;00:01:19;drinks1;beer/
12233;21:07:36;21:08:42;21:09:41;00:01:06;00:00:59;drinks1;desperados/beer/sparkling_water/
12234;21:07:37;21:09:06;21:09:20;00:01:29;00:00:14;drinks1;beer/
12235;21:07:56;21:09:20;21:10:21;00:01:24;00:01:01;drinks1;beer/coke/still_water/
12236;21:08:43;21:09:41;21:09:55;00:00:58;00:00:14;drinks1;beer/
12237;21:08:52;21:09:55;21:10:45;00:01:03;00:00:50;drinks1;beer/
12238;21:09:09;21:09:55;21:10:44;00:00:46;00:00:49;drinks1;beer/coke/red_wine/cava/
12239;21:09:30;21:10:26;21:11:56;00:00:56;00:01:30;drinks1;beer/
12240;21:10:26;21:10:35;21:11:55;00:00:09;00:01:20;drinks1;beer/
12241;21:10:35;21:10:35;21:11:06;00:00:00;00:00:31;drinks1;desperados/beer/coke/still_water/sparkling_water/cava/
12242;21:10:35;21:10:49;21:11:25;00:00:14;00:00:36;drinks1;beer/
12243;21:10:49;21:10:51;21:11:16;00:00:02;00:00:25;drinks1;beer/coke/
12244;21:10:51;21:11:08;21:11:29;00:00:17;00:00:21;drinks1;beer/coke/
12245;21:11:08;21:11:38;21:12:15;00:00:30;00:00:37;drinks1;beer/
12246;21:11:38;21:11:41;21:13:44;00:00:03;00:02:03;drinks1;beer/
12247;21:11:41;21:11:51;21:13:32;00:00:10;00:01:41;drinks1;desperados/
12248;21:11:51;21:11:51;21:12:44;00:00:00;00:00:53;drinks1;beer/white_wine/
12249;21:11:51;21:12:04;21:13:05;00:00:13;00:01:01;drinks1;beer/coke/
12250;21:12:04;21:12:07;21:12:34;00:00:03;00:00:27;drinks1;beer/still_water/
12251;21:12:07;21:12:15;21:13:31;00:00:08;00:01:16;drinks1;beer/
12252;21:12:10;21:12:34;21:13:51;00:00:24;00:01:17;drinks1;beer/cava/
12253;21:12:10;21:12:44;21:14:25;00:00:34;00:01:41;drinks1;beer/white_wine/
12254;21:12:11;21:13:26;21:14:49;00:01:15;00:01:23;drinks1;beer/still_water/
12255;21:13:26;21:13:36;21:14:14;00:00:10;00:00:38;drinks1;beer/coke/
12256;21:13:36;21:14:00;21:15:43;00:00:24;00:01:43;drinks1;desperados/cava/
12257;21:14:00;21:14:13;21:14:52;00:00:13;00:00:39;drinks1;beer/coke/
12258;21:14:13;21:14:36;21:16:03;00:00:23;00:01:27;drinks1;beer/white_wine/cava/
12259;21:14:36;21:14:40;21:17:59;00:00:04;00:03:19;drinks1;beer/still_water/white_wine/
12260;21:14:40;21:14:43;21:16:08;00:00:03;00:01:25;drinks1;beer/white_wine/
12261;21:14:43;21:14:52;21:15:30;00:00:09;00:00:38;drinks1;beer/
12262;21:14:52;21:15:04;21:16:12;00:00:12;00:01:08;drinks1;white_wine/
12263;21:15:04;21:15:30;21:17:09;00:00:26;00:01:39;drinks1;beer/
12264;21:15:30;21:15:43;21:17:46;00:00:13;00:02:03;drinks1;beer/coke/still_water/red_wine/
12265;21:15:31;21:16:03;21:16:23;00:00:32;00:00:20;drinks1;beer/white_wine/
12266;21:15:32;21:16:08;21:16:28;00:00:36;00:00:20;drinks1;beer/coke/sparkling_water/white_wine/cava/
12267;21:16:00;21:16:12;21:16:37;00:00:12;00:00:25;drinks1;desperados/beer/white_wine/
12268;21:16:09;21:16:48;21:17:09;00:00:39;00:00:21;drinks1;desperados/beer/coke/red_wine/white_wine/
12269;21:16:48;21:17:02;21:19:18;00:00:14;00:02:16;drinks1;beer/
12270;21:17:02;21:17:15;21:18:08;00:00:13;00:00:53;drinks1;desperados/
12271;21:17:15;21:17:59;21:19:12;00:00:44;00:01:13;drinks1;desperados/beer/coke/red_wine/white_wine/
12272;21:17:59;21:18:15;21:19:24;00:00:16;00:01:09;drinks1;desperados/beer/
12273;21:18:15;21:18:24;21:20:24;00:00:09;00:02:00;drinks1;beer/
12274;21:18:24;21:18:25;21:18:36;00:00:01;00:00:11;drinks1;beer/coke/still_water/
12275;21:18:25;21:18:55;21:19:08;00:00:30;00:00:13;drinks1;desperados/beer/still_water/red_wine/
12276;21:18:55;21:19:04;21:20:14;00:00:09;00:01:10;drinks1;beer/
12277;21:19:04;21:19:50;21:21:09;00:00:46;00:01:19;drinks1;beer/
12278;21:19:50;21:20:14;21:20:48;00:00:24;00:00:34;drinks1;desperados/beer/coke/still_water/
12279;21:20:14;21:21:04;21:22:50;00:00:50;00:01:46;drinks1;coke/
12280;21:21:04;21:21:11;21:22:06;00:00:07;00:00:55;drinks1;beer/
12281;21:21:11;21:21:11;21:22:27;00:00:00;00:01:16;drinks1;beer/still_water/
12282;21:21:11;21:21:41;21:23:06;00:00:30;00:01:25;drinks1;beer/coke/
12283;21:21:41;21:21:44;21:23:00;00:00:03;00:01:16;drinks1;beer/coke/
12284;21:21:44;21:22:00;21:23:11;00:00:16;00:01:11;drinks1;beer/coke/
12285;21:22:00;21:22:23;21:23:09;00:00:23;00:00:46;drinks1;desperados/beer/
12286;21:22:23;21:22:36;21:24:32;00:00:13;00:01:56;drinks1;white_wine/
12287;21:22:36;21:22:50;21:23:31;00:00:14;00:00:41;drinks1;desperados/beer/
12288;21:22:38;21:23:00;21:24:24;00:00:22;00:01:24;drinks1;beer/coke/still_water/
12289;21:22:54;21:23:22;21:24:13;00:00:28;00:00:51;drinks1;desperados/beer/
12290;21:23:22;21:23:25;21:26:27;00:00:03;00:03:02;drinks1;beer/
12291;21:23:25;21:23:25;21:24:54;00:00:00;00:01:29;drinks1;white_wine/
12292;21:23:25;21:23:40;21:25:11;00:00:15;00:01:31;drinks1;beer/
12293;21:23:40;21:24:13;21:25:48;00:00:33;00:01:35;drinks1;beer/white_wine/
12294;21:23:45;21:24:24;21:25:17;00:00:39;00:00:53;drinks1;beer/white_wine/cava/
12295;21:23:58;21:24:36;21:24:54;00:00:38;00:00:18;drinks1;beer/coke/still_water/
12296;21:24:36;21:24:54;21:25:55;00:00:18;00:01:01;drinks1;beer/coke/
12297;21:24:37;21:24:54;21:27:24;00:00:17;00:02:30;drinks1;beer/cava/
12298;21:24:41;21:25:20;21:26:54;00:00:39;00:01:34;drinks1;red_wine/
12299;21:25:20;21:25:31;21:25:59;00:00:11;00:00:28;drinks1;beer/
12300;21:25:31;21:25:52;21:26:46;00:00:21;00:00:54;drinks1;desperados/beer/
12301;21:25:52;21:25:55;21:27:14;00:00:03;00:01:19;drinks1;desperados/beer/still_water/cava/
12302;21:25:52;21:26:28;21:27:53;00:00:36;00:01:25;drinks1;beer/
12303;21:26:28;21:26:35;21:27:12;00:00:07;00:00:37;drinks1;desperados/beer/
12304;21:26:35;21:26:46;21:27:35;00:00:11;00:00:49;drinks1;desperados/beer/
12305;21:26:39;21:26:55;21:27:43;00:00:16;00:00:48;drinks1;beer/
12306;21:26:55;21:27:12;21:27:50;00:00:17;00:00:38;drinks1;beer/still_water/white_wine/
12307;21:26:58;21:27:14;21:28:00;00:00:16;00:00:46;drinks1;beer/coke/white_wine/
12308;21:27:02;21:27:24;21:28:24;00:00:22;00:01:00;drinks1;beer/
12309;21:27:08;21:27:35;21:28:20;00:00:27;00:00:45;drinks1;beer/coke/still_water/
12310;21:27:16;21:27:43;21:28:35;00:00:27;00:00:52;drinks1;beer/still_water/red_wine/
12311;21:27:24;21:28:03;21:28:43;00:00:39;00:00:40;drinks1;desperados/beer/
12312;21:28:03;21:28:21;21:29:25;00:00:18;00:01:04;drinks1;beer/cava/
12313;21:28:21;21:28:29;21:28:38;00:00:08;00:00:09;drinks1;still_water/
12314;21:28:29;21:28:40;21:29:34;00:00:11;00:00:54;drinks1;desperados/beer/
12315;21:28:40;21:28:46;21:29:02;00:00:06;00:00:16;drinks1;beer/
12316;21:28:46;21:29:03;21:29:47;00:00:17;00:00:44;drinks1;desperados/beer/
12317;21:29:03;21:29:10;21:30:49;00:00:07;00:01:39;drinks1;beer/coke/white_wine/
12318;21:29:10;21:29:25;21:32:00;00:00:15;00:02:35;drinks1;beer/
12319;21:29:25;21:29:56;21:31:25;00:00:31;00:01:29;drinks1;desperados/beer/white_wine/
12320;21:29:56;21:30:20;21:30:43;00:00:24;00:00:23;drinks1;beer/
12321;21:30:20;21:30:40;21:32:32;00:00:20;00:01:52;drinks1;desperados/beer/white_wine/
12322;21:30:40;21:30:47;21:32:27;00:00:07;00:01:40;drinks1;desperados/beer/coke/still_water/white_wine/
12323;21:30:47;21:30:54;21:33:36;00:00:07;00:02:42;drinks1;red_wine/cava/
12324;21:30:54;21:31:09;21:33:37;00:00:15;00:02:28;drinks1;desperados/beer/coke/white_wine/
12325;21:31:09;21:31:25;21:31:45;00:00:16;00:00:20;drinks1;beer/still_water/
12326;21:31:10;21:31:45;21:32:37;00:00:35;00:00:52;drinks1;desperados/beer/
12327;21:31:24;21:32:00;21:33:11;00:00:36;00:01:11;drinks1;desperados/beer/coke/white_wine/
12328;21:31:32;21:32:27;21:33:53;00:00:55;00:01:26;drinks1;desperados/beer/
12329;21:31:33;21:32:32;21:33:58;00:00:59;00:01:26;drinks1;beer/
12330;21:31:35;21:32:37;21:33:44;00:01:02;00:01:07;drinks1;beer/red_wine/
12331;21:32:00;21:33:11;21:33:36;00:01:11;00:00:25;drinks1;desperados/beer/
12332;21:32:33;21:33:36;21:34:42;00:01:03;00:01:06;drinks1;coke/white_wine/
12333;21:33:05;21:33:36;21:34:35;00:00:31;00:00:59;drinks1;beer/coke/cava/
12334;21:33:20;21:33:37;21:34:30;00:00:17;00:00:53;drinks1;desperados/beer/
12335;21:33:30;21:33:44;21:34:00;00:00:14;00:00:16;drinks1;desperados/beer/sparkling_water/cava/
12336;21:33:34;21:33:53;21:34:15;00:00:19;00:00:22;drinks1;beer/coke/
12337;21:33:45;21:33:58;21:34:40;00:00:13;00:00:42;drinks1;beer/
12338;21:33:56;21:34:03;21:36:22;00:00:07;00:02:19;drinks1;coke/
12339;21:34:03;21:34:16;21:35:26;00:00:13;00:01:10;drinks1;beer/
12340;21:34:16;21:34:34;21:35:00;00:00:18;00:00:26;drinks1;beer/still_water/
12341;21:34:34;21:34:39;21:36:37;00:00:05;00:01:58;drinks1;beer/
12342;21:34:39;21:34:56;21:36:10;00:00:17;00:01:14;drinks1;beer/coke/cava/
12343;21:34:56;21:35:06;21:36:08;00:00:10;00:01:02;drinks1;beer/coke/red_wine/cava/
12344;21:35:06;21:35:13;21:36:50;00:00:07;00:01:37;drinks1;coke/cava/
12345;21:35:13;21:35:26;21:36:21;00:00:13;00:00:55;drinks1;desperados/still_water/
12346;21:35:13;21:36:08;21:37:39;00:00:55;00:01:31;drinks1;desperados/still_water/
12347;21:35:15;21:36:10;21:36:44;00:00:55;00:00:34;drinks1;beer/sparkling_water/white_wine/
12348;21:35:16;21:36:21;21:38:56;00:01:05;00:02:35;drinks1;beer/cava/
12349;21:35:18;21:36:22;21:37:02;00:01:04;00:00:40;drinks1;beer/
12350;21:35:20;21:36:37;21:37:27;00:01:17;00:00:50;drinks1;coke/cava/
12351;21:35:46;21:36:44;21:38:31;00:00:58;00:01:47;drinks1;desperados/beer/
12352;21:35:55;21:36:50;21:39:07;00:00:55;00:02:17;drinks1;beer/
12353;21:36:03;21:37:02;21:38:24;00:00:59;00:01:22;drinks1;white_wine/
12354;21:36:07;21:37:27;21:39:30;00:01:20;00:02:03;drinks1;beer/coke/
12355;21:36:16;21:37:39;21:39:39;00:01:23;00:02:00;drinks1;red_wine/
12356;21:36:27;21:38:24;21:40:25;00:01:57;00:02:01;drinks1;desperados/beer/white_wine/
12357;21:36:53;21:38:31;21:39:10;00:01:38;00:00:39;drinks1;beer/coke/still_water/
12358;21:37:01;21:38:56;21:39:36;00:01:55;00:00:40;drinks1;beer/coke/
12359;21:37:03;21:39:07;21:39:30;00:02:04;00:00:23;drinks1;desperados/beer/
12360;21:37:16;21:39:10;21:39:42;00:01:54;00:00:32;drinks1;beer/coke/
12361;21:37:29;21:39:30;21:40:45;00:02:01;00:01:15;drinks1;beer/white_wine/
12362;21:37:32;21:39:30;21:40:10;00:01:58;00:00:40;drinks1;beer/cava/
12363;21:37:37;21:39:36;21:40:55;00:01:59;00:01:19;drinks1;desperados/beer/sparkling_water/
12364;21:37:38;21:39:39;21:42:04;00:02:01;00:02:25;drinks1;beer/
12365;21:37:39;21:39:42;21:40:35;00:02:03;00:00:53;drinks1;coke/still_water/red_wine/
12366;21:37:40;21:40:10;21:40:31;00:02:30;00:00:21;drinks1;beer/
